# This file is generated by MACS version 2.1.1.20160309
# Command line: callpeak -t GSM1018048_sora_H3K4me3.bed -f BED --nomodel
# ARGUMENTS LIST:
# name = NA
# format = BED
# ChIP-seq file = ['GSM1018048_sora_H3K4me3.bed']
# control file = None
# effective genome size = 2.70e+09
# band width = 300
# model fold = [5, 50]
# qvalue cutoff = 5.00e-02
# Larger dataset will be scaled towards smaller dataset.
# Range for calculating regional lambda is: 10000 bps
# Broad region calling is off
# Paired-End mode is off

# tag size is determined as 150 bps
# total tags in treatment: 18115973
# tags after filtering in treatment: 18115972
# maximum duplicate tags at the same position in treatment = 1
# Redundant rate in treatment: 0.00
# d = 200
chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name
chr1	16162621	16162991	371	16162766	118.00	37.88138	4.23488	35.31074	NA_peak_294
chr1	16173584	16174057	474	16173883	125.00	44.92316	4.73328	42.25423	NA_peak_295
chr1	16174307	16174831	525	16174610	109.00	34.27020	4.13223	31.74742	NA_peak_296
chr1	16174989	16176618	1630	16175655	119.00	40.75533	4.50113	38.14569	NA_peak_297
chr1	16212388	16213317	930	16212783	78.00	74.18524	17.02586	70.97592	NA_peak_298
chr1	16266101	16266300	200	16266234	9.00	5.80944	4.26999	3.70347	NA_peak_299
chr1	16301833	16302919	1087	16302448	130.00	109.53482	15.16204	105.23577	NA_peak_300
chr1	16339225	16339874	650	16339681	48.00	45.34429	14.49704	42.66906	NA_peak_301
chr1	16375161	16375539	379	16375325	25.00	23.84539	11.10198	21.45496	NA_peak_302
chr1	16399301	16400478	1178	16399776	75.00	54.40376	10.76487	51.58629	NA_peak_303
chr1	16471608	16472239	632	16472055	13.00	4.81166	3.15315	2.74449	NA_peak_304
chr1	16472433	16472883	451	16472728	14.00	4.82540	3.06122	2.75798	NA_peak_305
chr1	16479399	16480087	689	16479823	68.00	7.46683	2.02346	5.32388	NA_peak_306
chr1	16480501	16482568	2068	16482208	138.00	42.34931	4.10756	39.71739	NA_peak_307
chr1	16493823	16494586	764	16494351	105.00	97.59583	17.49175	93.72922	NA_peak_308
chr1	16508719	16508965	247	16508891	10.00	6.72795	4.69699	4.59850	NA_peak_309
chr1	16532725	16533974	1250	16532942	92.00	71.60292	12.50000	68.45226	NA_peak_310
chr1	16543475	16544425	951	16543838	75.00	70.19153	16.37931	67.07212	NA_peak_311
chr1	16563043	16564058	1016	16563497	134.00	120.48280	17.17557	115.71383	NA_peak_312
chr1	16677757	16679531	1775	16678795	130.00	77.74403	8.72170	74.44836	NA_peak_313
chr1	16693726	16695115	1390	16694179	134.00	76.34708	8.17191	73.08551	NA_peak_314
chr1	16767187	16768146	960	16767439	160.00	131.79051	14.96282	126.48524	NA_peak_315
chr1	16825032	16826517	1486	16826052	131.00	89.17404	10.59390	85.56993	NA_peak_316
chr1	16839930	16841509	1580	16840951	88.00	65.25438	11.46907	62.23849	NA_peak_317
chr1	16860729	16862470	1742	16861586	112.00	67.71097	8.71914	64.64484	NA_peak_318
chr1	16871375	16872135	761	16871917	127.00	108.65881	15.53398	104.39417	NA_peak_319
chr1	16872307	16873103	797	16872678	43.00	19.75351	5.36585	17.41544	NA_peak_320
chr1	16892259	16892521	263	16892335	9.00	5.38748	4.00000	3.29780	NA_peak_321
chr1	16939069	16940656	1588	16940297	196.00	98.39955	7.10166	94.50552	NA_peak_322
chr1	16970321	16971704	1384	16971051	197.00	119.80279	9.25234	115.06554	NA_peak_323
chr1	17004454	17005390	937	17004730	65.00	58.01550	14.53745	55.13605	NA_peak_324
chr1	17020196	17020586	391	17020421	11.00	7.68347	5.12399	5.53241	NA_peak_325
chr1	17026702	17026938	237	17026806	13.00	9.69456	5.97799	7.50379	NA_peak_326
chr1	17033945	17034909	965	17034214	135.00	105.93488	13.43874	101.77432	NA_peak_327
chr1	17053595	17054330	736	17054055	39.00	34.55963	12.19512	32.03314	NA_peak_328
chr1	17077114	17077318	205	17077176	14.00	10.74554	6.40499	8.53631	NA_peak_329
chr1	17090997	17091224	228	17091095	13.00	7.97574	4.92958	5.81957	NA_peak_330
chr1	17091618	17091868	251	17091724	18.00	12.41532	6.46258	10.17994	NA_peak_331
chr1	17093321	17093630	310	17093451	27.00	22.35587	9.58904	19.98447	NA_peak_332
chr1	17188182	17188666	485	17188523	25.00	11.25050	4.62633	9.03389	NA_peak_333
chr1	17188877	17189354	478	17189098	83.00	72.52362	14.89362	69.35229	NA_peak_334
chr1	17198668	17200293	1626	17199329	145.00	104.37076	11.71750	100.26567	NA_peak_335
chr1	17201680	17201897	218	17201822	43.00	12.67090	3.53130	10.43185	NA_peak_336
chr1	17215282	17216454	1173	17216102	105.00	72.50001	10.53678	69.32939	NA_peak_337
chr1	17221779	17222517	739	17221998	62.00	42.46472	9.51662	39.83111	NA_peak_338
chr1	17222712	17223625	914	17223110	55.00	34.87602	8.33333	32.34533	NA_peak_339
chr1	17230324	17231745	1422	17230929	116.00	73.36733	9.34505	70.17697	NA_peak_340
chr1	17240060	17240463	404	17240269	77.00	53.49150	10.12987	50.68923	NA_peak_341
chr1	17240704	17241385	682	17240876	85.00	62.42336	11.22715	59.46321	NA_peak_342
chr1	17278458	17278670	213	17278535	15.00	11.82423	6.83199	9.59739	NA_peak_343
chr1	17287080	17288061	982	17287743	64.00	52.83815	12.74510	50.04659	NA_peak_344
chr1	17337430	17338357	928	17338149	102.00	78.44086	12.46973	75.12762	NA_peak_345
chr1	17338525	17338805	281	17338636	52.00	27.14673	6.43204	24.71497	NA_peak_346
chr1	17379745	17380620	876	17380394	142.00	111.13972	13.46516	106.77478	NA_peak_347
chr1	17380832	17381106	275	17380939	59.00	27.26298	5.70342	24.82973	NA_peak_348
chr1	17445582	17446357	776	17445858	70.00	63.81110	15.36797	60.82390	NA_peak_349
chr1	17559322	17560220	899	17559480	15.00	10.78617	6.20155	8.57640	NA_peak_350
chr1	17763892	17764211	320	17764032	95.00	28.97660	3.98010	26.52173	NA_peak_351
chr1	17764988	17766241	1254	17766050	128.00	51.42030	5.31739	48.65181	NA_peak_352
chr1	17766393	17766943	551	17766519	103.00	33.90890	4.29043	31.39091	NA_peak_353
chr1	17865897	17866131	235	17866016	40.00	13.51131	3.91969	11.25917	NA_peak_354
chr1	17866396	17867499	1104	17866686	117.00	83.68784	11.30268	80.23826	NA_peak_355
chr1	18436633	18436925	293	18436764	13.00	9.69456	5.97799	7.50379	NA_peak_356
chr1	18884546	18884793	248	18884643	10.00	6.72795	4.69699	4.59850	NA_peak_357
chr1	18957426	18958608	1183	18957904	79.00	55.73634	10.41667	52.89624	NA_peak_358
chr1	18967600	18968004	405	18967828	9.00	5.80944	4.26999	3.70347	NA_peak_359
chr1	19228497	19229789	1293	19228819	114.00	81.69026	11.29666	78.29384	NA_peak_360
chr1	19281301	19282750	1450	19282156	86.00	37.63502	5.63472	35.06765	NA_peak_361
chr1	19282914	19283217	304	19283079	92.00	43.14172	6.14267	40.49851	NA_peak_362
chr1	19283412	19283806	395	19283621	88.00	39.89455	5.87847	37.29671	NA_peak_363
chr1	19407616	19408176	561	19408046	15.00	11.82423	6.83199	9.59739	NA_peak_364
chr1	19535745	19537647	1903	19536570	131.00	68.02164	7.20524	64.94898	NA_peak_365
chr1	19577429	19579189	1761	19577867	135.00	70.64067	7.29614	67.51133	NA_peak_366
chr1	19637904	19638620	717	19638242	104.00	60.28610	8.15217	57.36619	NA_peak_367
chr1	19638788	19639497	710	19638990	127.00	83.12714	9.93789	79.69267	NA_peak_368
chr1	19810990	19812041	1052	19811686	135.00	69.88844	7.19577	66.77574	NA_peak_369
chr1	19812265	19813119	855	19812673	122.00	58.48598	6.48051	55.59844	NA_peak_370
chr1	19922935	19924455	1521	19923681	122.00	76.08849	9.20659	72.83339	NA_peak_371
chr1	19971109	19971969	861	19971544	82.00	59.00479	10.80729	56.10799	NA_peak_372
chr1	19986237	19986495	259	19986366	14.00	10.74554	6.40499	8.53631	NA_peak_373
chr1	19991084	19992031	948	19991749	28.00	21.62498	8.89571	19.26265	NA_peak_374
chr1	20125921	20127023	1103	20126677	65.00	49.49588	11.26280	46.75767	NA_peak_375
chr1	20208859	20209850	992	20209008	111.00	85.39038	12.64108	81.89444	NA_peak_376
chr1	20478502	20479071	570	20478889	62.00	63.71966	18.20809	60.73434	NA_peak_377
chr1	20799841	20800336	496	20799982	22.00	14.01657	6.42458	11.75737	NA_peak_378
chr1	20802621	20803372	752	20802974	21.00	10.67064	4.95496	8.46445	NA_peak_379
chr1	20810305	20811928	1624	20811338	107.00	35.43571	4.32692	32.89766	NA_peak_380
chr1	20812292	20813309	1018	20812566	120.00	45.55841	4.98763	42.88010	NA_peak_381
chr1	20833846	20835156	1311	20834462	149.00	106.35585	11.59196	102.18028	NA_peak_382
chr1	20878672	20879751	1080	20879233	102.00	82.29386	13.51706	78.88152	NA_peak_383
chr1	20915373	20917042	1670	20915973	67.00	41.10161	8.27251	38.48709	NA_peak_384
chr1	20940190	20940482	293	20940380	10.00	6.72795	4.69699	4.59850	NA_peak_385
chr1	20960009	20961071	1063	20960317	115.00	96.47002	14.75827	92.64087	NA_peak_386
chr1	20987142	20987978	837	20987776	126.00	80.68443	9.60666	77.31442	NA_peak_387
chr1	20988146	20988636	491	20988298	113.00	67.73765	8.62330	64.67110	NA_peak_388
chr1	21022768	21023815	1048	21023279	126.00	110.37355	16.19898	106.04064	NA_peak_389
chr1	21043877	21044898	1022	21044157	45.00	37.83186	11.85567	35.26191	NA_peak_390
chr1	21058187	21059708	1522	21059090	133.00	80.90019	8.95722	77.52455	NA_peak_391
chr1	21112282	21113200	919	21112923	128.00	59.63170	6.28655	56.72356	NA_peak_392
chr1	21113352	21113784	433	21113503	115.00	49.31938	5.66406	46.58398	NA_peak_393
chr1	21113948	21114516	569	21114162	136.00	66.57812	6.70911	63.53534	NA_peak_394
chr1	21348514	21348837	324	21348664	25.00	18.71607	8.17610	16.39155	NA_peak_395
chr1	21349027	21349700	674	21349412	24.00	17.45733	7.76398	15.14958	NA_peak_396
chr1	21417004	21417231	228	21417061	12.00	8.67317	5.55099	6.50171	NA_peak_397
chr1	21417407	21417658	252	21417538	17.00	14.05834	7.68599	11.79753	NA_peak_398
chr1	21501774	21503995	2222	21503770	119.00	58.22622	6.62983	55.34318	NA_peak_399
chr1	21616020	21617562	1543	21616373	93.00	55.46589	8.36299	52.63031	NA_peak_400
chr1	21661430	21661710	281	21661572	17.00	14.05834	7.68599	11.79753	NA_peak_401
chr1	21671048	21672831	1784	21672265	116.00	62.22820	7.43329	59.27192	NA_peak_402
chr1	21766106	21767408	1303	21766443	128.00	96.88113	12.54864	93.03813	NA_peak_403
chr1	21835402	21836205	804	21835600	30.00	26.61784	10.99291	24.19264	NA_peak_404
chr1	21877300	21877902	603	21877434	19.00	16.38577	8.53999	14.09208	NA_peak_405
chr1	21947589	21948935	1347	21948737	64.00	39.12110	8.16583	36.53378	NA_peak_406
chr1	21949222	21949425	204	21949318	30.00	10.68100	3.88471	8.47468	NA_peak_407
chr1	21977664	21978295	632	21978121	41.00	36.05330	12.28070	33.50702	NA_peak_408
chr1	21978559	21978821	263	21978716	13.00	6.45888	4.04624	4.34018	NA_peak_409
chr1	21995467	21996189	723	21995794	19.00	16.38577	8.53999	14.09208	NA_peak_410
chr1	22108469	22110509	2041	22109965	161.00	94.13152	8.60786	90.37769	NA_peak_411
chr1	22262306	22263578	1273	22263371	90.00	60.84777	9.97807	57.91752	NA_peak_412
chr1	22351144	22352861	1718	22352206	158.00	104.32819	10.29793	100.22500	NA_peak_413
chr1	22378724	22380511	1788	22379339	135.00	80.86600	8.77419	77.49146	NA_peak_414
chr1	22468802	22469483	682	22469129	29.00	16.68432	6.27615	14.38675	NA_peak_415
chr1	22469787	22470376	590	22470181	46.00	33.87663	9.83264	31.35906	NA_peak_416
chr1	22743319	22743555	237	22743458	18.00	15.21100	8.11299	12.93361	NA_peak_417
chr1	22755292	22756009	718	22755528	120.00	116.89977	19.64286	112.29111	NA_peak_418
chr1	22777988	22779397	1410	22778621	142.00	103.72328	11.97655	99.64162	NA_peak_419
chr1	22968193	22968752	560	22968570	22.00	20.03262	9.82099	17.69062	NA_peak_420
chr1	23036646	23037148	503	23036981	100.00	65.22396	9.60076	62.20879	NA_peak_421
chr1	23037683	23038834	1152	23038388	71.00	36.89029	6.72897	34.33284	NA_peak_422
chr1	23066468	23066705	238	23066569	14.00	10.74554	6.40499	8.53631	NA_peak_423
chr1	23303115	23303391	277	23303240	15.00	11.82423	6.83199	9.59739	NA_peak_424
chr1	23345326	23347142	1817	23346494	112.00	55.27173	6.66274	52.43955	NA_peak_425
chr1	23493844	23495258	1415	23494992	117.00	78.51269	10.22530	75.19775	NA_peak_426
chr1	23495479	23495678	200	23495598	40.00	12.06644	3.55903	9.83612	NA_peak_427
chr1	23503957	23504708	752	23504456	75.00	68.67552	15.76764	65.58891	NA_peak_428
chr1	23511137	23511384	248	23511312	17.00	14.05834	7.68599	11.79753	NA_peak_429
chr1	23543015	23544405	1391	23543595	128.00	94.79645	12.10131	91.02096	NA_peak_430
chr1	23669605	23670827	1223	23670633	130.00	63.00764	6.60282	60.03644	NA_peak_431
chr1	23671006	23671706	701	23671445	87.00	30.36543	4.46701	27.89290	NA_peak_432
chr1	23694188	23696389	2202	23695208	152.00	75.56979	6.89811	72.32702	NA_peak_433
chr1	23703690	23704041	352	23703912	9.00	5.80944	4.26999	3.70347	NA_peak_434
chr1	23730244	23730500	257	23730429	14.00	10.74554	6.40499	8.53631	NA_peak_435
chr1	23730693	23730915	223	23730796	15.00	11.82423	6.83199	9.59739	NA_peak_436
chr1	23809929	23811436	1508	23810581	122.00	79.40250	9.80861	76.06519	NA_peak_437
chr1	23856972	23858177	1206	23857628	109.00	86.25410	13.22115	82.73424	NA_peak_438
chr1	23866138	23866806	669	23866638	21.00	18.79750	9.39399	16.47151	NA_peak_439
chr1	23883637	23886085	2449	23885645	149.00	51.13315	4.57596	48.36916	NA_peak_440
chr1	23886243	23886472	230	23886299	70.00	9.71971	2.27418	7.52854	NA_peak_441
chr1	23894460	23895394	935	23894812	22.00	17.18713	8.15603	14.88297	NA_peak_442
chr1	23903833	23904520	688	23904161	27.00	21.02399	8.86076	18.66947	NA_peak_443
chr1	23961645	23962186	542	23961884	49.00	49.26588	16.12903	46.53126	NA_peak_444
chr1	24017925	24019443	1519	24018507	158.00	106.99995	10.71429	102.80006	NA_peak_445
chr1	24069491	24071220	1730	24070154	104.00	63.34320	8.73544	60.36530	NA_peak_446
chr1	24104242	24105676	1435	24104659	126.00	77.91350	9.12356	74.61351	NA_peak_447
chr1	24117282	24118506	1225	24117805	125.00	88.58640	11.22995	84.99983	NA_peak_448
chr1	24126202	24127859	1658	24126954	156.00	91.08874	8.56987	87.42805	NA_peak_449
chr1	24151209	24152481	1273	24151757	150.00	107.55939	11.68731	103.33838	NA_peak_450
chr1	24164651	24165740	1090	24165026	64.00	46.30062	10.38339	43.61124	NA_peak_451
chr1	24194128	24195446	1319	24194675	132.00	99.33319	12.47655	95.40717	NA_peak_452
chr1	24285488	24285687	200	24285547	13.00	9.69456	5.97799	7.50379	NA_peak_453
chr1	24286756	24287071	316	24286911	37.00	40.43246	16.22598	37.82727	NA_peak_454
chr1	24306270	24306581	312	24306437	31.00	31.89767	13.66398	29.40556	NA_peak_455
chr1	24435029	24435642	614	24435176	14.00	10.74554	6.40499	8.53631	NA_peak_456
chr1	24469001	24469996	996	24469489	83.00	66.81382	12.96296	63.76631	NA_peak_457
chr1	24476578	24477484	907	24477022	49.00	44.84086	13.88889	42.17310	NA_peak_458
chr1	24513407	24514403	997	24514102	65.00	50.38704	11.57895	47.63495	NA_peak_459
chr1	24525998	24526197	200	24526130	12.00	8.67317	5.55099	6.50171	NA_peak_460
chr1	24610565	24610918	354	24610725	8.00	4.93132	3.84299	2.85145	NA_peak_461
chr1	24645826	24646443	618	24646045	23.00	21.15417	10.16949	18.79805	NA_peak_462
chr1	24739541	24740301	761	24740120	123.00	59.47940	6.55391	56.57405	NA_peak_463
chr1	24741504	24742109	606	24741957	111.00	49.85850	5.95112	47.11465	NA_peak_464
chr1	24742270	24742831	562	24742453	120.00	57.26941	6.43617	54.40296	NA_peak_465
chr1	24828488	24829308	821	24829118	133.00	79.06763	8.66753	75.73898	NA_peak_466
chr1	24829666	24830308	643	24830059	124.00	70.34801	8.06452	67.22507	NA_peak_467
chr1	24866597	24867997	1401	24867848	26.00	15.41608	6.27907	13.13604	NA_peak_468
chr1	24882595	24882853	259	24882753	11.00	7.68347	5.12399	5.53241	NA_peak_469
chr1	24968941	24969491	551	24969277	144.00	77.52875	7.61555	74.23833	NA_peak_470
chr1	24969787	24970944	1158	24970020	127.00	62.39844	6.70157	59.43883	NA_peak_471
chr1	25031595	25032619	1025	25032292	36.00	27.77674	9.73684	25.33705	NA_peak_472
chr1	25051195	25051842	648	25051350	24.00	22.55727	10.67498	20.18311	NA_peak_473
chr1	25071263	25071492	230	25071365	59.00	21.07408	4.37318	18.71899	NA_peak_474
chr1	25071867	25073376	1510	25072765	121.00	73.57482	8.86628	70.37963	NA_peak_475
chr1	25174587	25175425	839	25174816	101.00	88.37588	15.54878	84.79515	NA_peak_476
chr1	25255414	25256474	1061	25256096	88.00	56.17459	9.13758	53.32705	NA_peak_477
chr1	25256696	25257263	568	25257099	60.00	30.10770	6.28866	27.63839	NA_peak_478
chr1	25558333	25559746	1414	25559283	158.00	102.78306	10.06329	98.73518	NA_peak_479
chr1	25565990	25567106	1117	25566525	103.00	77.12877	11.95402	73.84817	NA_peak_480
chr1	25572725	25574715	1991	25573794	163.00	84.21598	7.28242	80.75218	NA_peak_481
chr1	25663363	25663738	376	25663578	67.00	21.20760	3.97661	18.85082	NA_peak_482
chr1	25664218	25665982	1765	25665259	137.00	77.10519	8.05134	73.82524	NA_peak_483
chr1	25756257	25758405	2149	25757037	148.00	85.18584	8.36139	81.69550	NA_peak_484
chr1	25869788	25870900	1113	25870509	95.00	75.71989	13.07902	72.47359	NA_peak_485
chr1	25942491	25943125	635	25942953	103.00	73.99757	11.18280	70.79254	NA_peak_486
chr1	25943388	25943933	546	25943642	79.00	48.96148	8.62069	46.23155	NA_peak_487
chr1	26126263	26126670	408	26126520	85.00	65.34989	12.07865	62.33204	NA_peak_488
chr1	26126890	26127436	547	26127077	84.00	64.42668	12.00565	61.42740	NA_peak_489
chr1	26145722	26147412	1691	26146695	150.00	91.50195	9.09639	87.82806	NA_peak_490
chr1	26185302	26186654	1353	26185806	125.00	91.84958	11.90926	88.16613	NA_peak_491
chr1	26201340	26202384	1045	26201933	94.00	78.65489	14.17910	75.33641	NA_peak_492
chr1	26218908	26219111	204	26219056	10.00	6.72795	4.69699	4.59850	NA_peak_493
chr1	26231382	26233001	1620	26231855	134.00	80.62161	8.82353	77.25323	NA_peak_494
chr1	26248889	26249930	1042	26249329	76.00	66.37502	14.58333	63.33642	NA_peak_495
chr1	26323835	26324632	798	26324416	119.00	98.23602	14.42308	94.34771	NA_peak_496
chr1	26324912	26325178	267	26325064	44.00	20.32391	5.42169	17.97827	NA_peak_497
chr1	26361561	26362931	1371	26362222	141.00	102.19186	11.81364	98.16540	NA_peak_498
chr1	26372483	26373225	743	26373055	14.00	10.74554	6.40499	8.53631	NA_peak_499
chr1	26437114	26438153	1040	26437838	116.00	59.15540	6.96429	56.25581	NA_peak_500
chr1	26438342	26439178	837	26438546	144.00	84.84142	8.62069	81.36045	NA_peak_501
chr1	26449851	26450110	260	26450025	13.00	9.69456	5.97799	7.50379	NA_peak_502
chr1	26488216	26488865	650	26488318	37.00	16.27924	4.97382	13.98762	NA_peak_503
chr1	26490498	26491351	854	26491081	84.00	60.90544	10.98191	57.97414	NA_peak_504
chr1	26496395	26497178	784	26496596	147.00	129.43011	16.74208	124.23464	NA_peak_505
chr1	26560663	26561755	1093	26561166	149.00	100.63459	10.60820	96.66312	NA_peak_506
chr1	26606155	26607250	1096	26606762	132.00	97.69590	12.13504	93.82546	NA_peak_507
chr1	26632580	26633668	1089	26632970	116.00	101.18142	15.85366	97.19087	NA_peak_508
chr1	26662344	26663368	1025	26662736	118.00	94.56909	13.67816	90.80099	NA_peak_509
chr1	26758205	26759621	1417	26759010	136.00	95.10571	11.10211	91.32081	NA_peak_510
chr1	26798358	26800083	1726	26799098	124.00	70.01794	8.01282	66.90239	NA_peak_511
chr1	26826626	26828222	1597	26827090	125.00	77.53360	9.15698	74.24298	NA_peak_512
chr1	26855807	26856159	353	26855984	82.00	45.44291	7.45063	42.76628	NA_peak_513
chr1	26856313	26857680	1368	26856722	92.00	54.78495	8.33333	51.96103	NA_peak_514
chr1	26946396	26948381	1986	26946829	103.00	51.14263	6.65813	48.37849	NA_peak_515
chr1	26962961	26963923	963	26963346	84.00	71.74392	14.35811	68.59013	NA_peak_516
chr1	27003892	27004527	636	27004351	21.00	18.79750	9.39399	16.47151	NA_peak_517
chr1	27018832	27019519	688	27019305	106.00	33.05302	4.09334	30.54610	NA_peak_518
chr1	27019757	27020005	249	27019862	79.00	15.57320	2.81889	13.29107	NA_peak_519
chr1	27021768	27022938	1171	27022626	89.00	19.39453	3.04466	17.06106	NA_peak_520
chr1	27023206	27024730	1525	27023504	94.00	21.80592	3.19650	19.44137	NA_peak_521
chr1	27113867	27115789	1923	27114594	145.00	84.53535	8.49825	81.06271	NA_peak_522
chr1	27152724	27153117	394	27152958	65.00	36.42530	7.30089	33.87417	NA_peak_523
chr1	27153423	27154280	858	27153660	103.00	75.11635	11.45374	71.88478	NA_peak_524
chr1	27189657	27191626	1970	27191438	121.00	53.95849	5.94542	51.14840	NA_peak_525
chr1	27191923	27192253	331	27192069	84.00	27.15434	4.14634	24.72243	NA_peak_526
chr1	27216059	27217203	1145	27216556	134.00	95.67210	11.46010	91.86880	NA_peak_527
chr1	27226263	27227380	1118	27226787	148.00	116.01460	13.57013	111.44601	NA_peak_528
chr1	27247812	27249075	1264	27248430	146.00	110.20049	12.69430	105.87420	NA_peak_529
chr1	27319689	27320035	347	27319952	51.00	9.32054	2.57426	7.13842	NA_peak_530
chr1	27320210	27320771	562	27320392	104.00	41.42268	5.18263	38.80376	NA_peak_531
chr1	27320949	27322096	1148	27321076	106.00	42.59409	5.23996	39.95865	NA_peak_532
chr1	27339546	27340249	704	27339724	33.00	29.64730	11.64384	27.18392	NA_peak_533
chr1	27481043	27482050	1008	27481384	114.00	100.77895	16.19718	96.80293	NA_peak_534
chr1	27524649	27524876	228	27524765	13.00	9.69456	5.97799	7.50379	NA_peak_535
chr1	27560540	27560844	305	27560678	70.00	36.18449	6.67293	33.63648	NA_peak_536
chr1	27561058	27562146	1089	27561367	109.00	74.19022	10.35782	70.98070	NA_peak_537
chr1	27648290	27649704	1415	27648977	151.00	109.48827	11.91223	105.19086	NA_peak_538
chr1	27668382	27668881	500	27668707	17.00	14.05834	7.68599	11.79753	NA_peak_539
chr1	27675656	27676604	949	27676228	63.00	52.67564	12.95547	49.88677	NA_peak_540
chr1	27683972	27684190	219	27684038	12.00	8.67317	5.55099	6.50171	NA_peak_541
chr1	27692173	27693638	1466	27693299	117.00	76.26853	9.78441	73.00889	NA_peak_542
chr1	27718701	27719780	1080	27719331	116.00	96.73582	14.62500	92.89782	NA_peak_543
chr1	27815466	27817346	1881	27816494	167.00	108.69038	10.12048	104.42446	NA_peak_544
chr1	27883406	27883930	525	27883639	29.00	28.45137	12.39669	26.00315	NA_peak_545
chr1	27895257	27895623	367	27895435	25.00	22.51270	10.31746	20.13938	NA_peak_546
chr1	27901686	27902820	1135	27902500	46.00	32.72200	9.36255	30.21932	NA_peak_547
chr1	27929008	27931061	2054	27930386	115.00	56.19311	6.59841	53.34528	NA_peak_548
chr1	27986122	27987078	957	27986460	68.00	53.39802	11.93772	50.59734	NA_peak_549
chr1	27995847	27996152	306	27995981	53.00	35.83457	9.03010	33.29125	NA_peak_550
chr1	27998424	27999264	841	27998956	57.00	40.14925	9.73154	37.54789	NA_peak_551
chr1	28051846	28052210	365	28052039	90.00	54.93956	8.60113	52.11301	NA_peak_552
chr1	28052504	28053420	917	28052682	109.00	74.37207	10.39698	71.15818	NA_peak_553
chr1	28099218	28100611	1394	28099942	137.00	95.32500	11.02236	91.53260	NA_peak_554
chr1	28156702	28158235	1534	28157548	129.00	81.94835	9.51684	78.54527	NA_peak_555
chr1	28198718	28199687	970	28199226	112.00	106.03996	18.34416	101.87577	NA_peak_556
chr1	28240370	28241226	857	28240888	146.00	121.74200	15.12346	116.91290	NA_peak_557
chr1	28261298	28261524	227	28261340	11.00	7.68347	5.12399	5.53241	NA_peak_558
chr1	28285693	28287005	1313	28286274	110.00	81.05366	11.75848	77.67399	NA_peak_559
chr1	28414214	28415720	1507	28415023	147.00	102.50193	11.14458	98.46471	NA_peak_560
chr1	28558833	28559576	744	28559339	146.00	71.66112	6.76796	68.50917	NA_peak_561
chr1	28561962	28562486	525	28562319	110.00	43.26534	5.13889	40.62028	NA_peak_562
chr1	28562648	28563341	694	28562845	146.00	72.03362	6.81186	68.87330	NA_peak_563
chr1	28572991	28574238	1248	28573386	100.00	68.45542	10.32720	65.37354	NA_peak_564
chr1	28586020	28587476	1457	28586199	155.00	87.21867	8.13347	83.67110	NA_peak_565
